image_id,year,news_date,link,title,source_collection,source_field,image_path,image_rel_path,width,height,prior_quality_label,prior_quality_score,mean_sentiment_score,majority_sentiment_label,api_agreement,api_votes,gpt_score,gpt_label,gpt_reason,claude_score,claude_label,claude_reason,gemini_score,gemini_label,gemini_reason,api_models_used,api_error,created_at
e339f061214c48c8f23ca828c2e02a1f,2015,2015-07-20,http://news.sina.com.cn/c/2015-07-19/173932124069.shtml,李克强上半年6次考察4次提互联网+,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150720/李克强上半年6次考察4次提互联网+/339282027.jpg,339282027.jpg,550,381,quality_pass_auto_accept,0.756667,0.5,neutral,1.0,"{""neutral"": 3}",0.5,neutral,The image shows two individuals in discussion without clear emotional cues.,0.5,neutral,Two officials in neutral discussion near ICBC logo; no clear bullish or bearish visual cues.,0.5,neutral,"The image shows two men in a professional setting with neutral expressions, lacking any clear positive or negative financial visual cues.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:08.969691
a4ec52fd71b3dfa38774d56284227dcd,2015,2015-07-22,http://news.sina.com.cn/w/2015-07-22/175132136135.shtml,日本妄自公开14张中国在东海开发油气田照片(图),2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150722/日本妄自公开14张中国在东海开发油气田照片(图)/U11347P1DT20150722180126.jpg,U11347P1DT20150722180126.jpg,550,343,quality_pass_auto_accept,0.74,0.466667,neutral,1.0,"{""neutral"": 3}",0.5,neutral,"The image depicts an oil rig, which does not convey clear positive or negative sentiment.",0.4,neutral,Offshore oil platform in calm seas; operational infrastructure with no clear bullish or bearish directional cues.,0.5,neutral,The image displays a standard offshore oil or gas platform without any clear visual indicators of financial success or distress.,"gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:16.856426
46bd5074bbb3a0354b27aa58269dab77,2015,2015-09-30,http://tech.sina.com.cn/d/i/2015-09-30/doc-ifxieymu0973468.shtml,5G离我们有多远？将带来三大革命性变化,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150930/5G离我们有多远？将带来三大革命性变化/hZJv-fxieymv7710503.jpg,hZJv-fxieymv7710503.jpg,550,319,quality_pass_auto_accept,0.7,0.416667,neutral,0.666667,"{""neutral"": 2, ""positive"": 1}",0.5,neutral,The image features a technology logo without clear emotional cues.,0.25,positive,Bright glowing 5G logo with radiating light and tower suggests technological advancement and growth opportunity.,0.5,neutral,The image is a generic graphic representing 5G technology without any clear positive or negative financial indicators.,"gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:22.175546
966442442a7428813de75078f007690a,2015,2015-07-24,http://auto.sina.com.cn/t/2015-07-23/detail-ifxfccux2881367.shtml,LEXUS雷克萨斯F体验日,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150724/LEXUS雷克萨斯F体验日/STAo-fxfhxmp9489874.jpg,STAo-fxfhxmp9489874.jpg,570,534,quality_pass_auto_accept,0.6,0.5,neutral,1.0,"{""neutral"": 3}",0.5,neutral,"The image depicts a car test drive, lacking clear positive or negative sentiment.",0.5,neutral,"Generic automotive test drive promotional image; no financial charts, gains, losses, or emotionally charged investor cues.",0.5,neutral,"The image shows a car test drive with promotional text, lacking any financial indicators or emotional cues to suggest bullish or bearish sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:23.100085
e8c95bdcd5711d953380f38d6f59bd9a,2015,2015-06-09,http://finance.sina.com.cn/stock/sdbk/20150609/161422387308.shtml,6月股市风险在向我们逼近 十大博客看后市,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150609/6月股市风险在向我们逼近 十大博客看后市/U5362P31DT20150602114348.png,U5362P31DT20150602114348.png,515,200,quality_pass_auto_accept,0.583333,0.366667,neutral,0.666667,"{""neutral"": 2, ""positive"": 1}",0.5,neutral,The image contains promotional text without clear emotional cues.,0.1,positive,"Bright orange/red promotional banner with bold text and call-to-action button suggests bullish, energetic investment promotion.",0.5,neutral,"The image is a promotional banner with text and a button, lacking clear visual indicators of market direction or emotion.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:23.875537
332a4b94e598f42797868bc02a374ee0,2015,2015-08-01,http://auto.sina.com.cn/guide/typedg/2015-07-31/detail-ifxfpcys8192091.shtml,2015款荣威950配置解析,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150801/2015款荣威950配置解析/xBzL-fxfpcys8191992.jpg,xBzL-fxfpcys8191992.jpg,570,380,quality_pass_auto_accept,0.7,0.5,neutral,1.0,"{""neutral"": 3}",0.5,neutral,The image features a car without clear emotional cues related to investor sentiment.,0.5,neutral,"Generic automotive product advertisement showing a sedan; no financial charts, gains, losses, or emotional cues.",0.5,neutral,"The image is a standard product shot of a car with promotional text, lacking any clear positive or negative financial visual cues.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:40.713533
492a671f8ef56eb6a9c92e9db2f7af63,2015,2015-09-02,http://news.sina.com.cn/c/2015-09-02/doc-ifxhkafe6321403.shtml,官方:北京蓝天是老天爷演变的,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150902/官方_北京蓝天是老天爷演变的/K8ms-fxhkafi9765703.jpg,K8ms-fxhkafi9765703.jpg,400,533,quality_pass_auto_accept,0.8,0.3,positive,0.666667,"{""neutral"": 1, ""positive"": 2}",0.5,neutral,"The image features planes and colorful smoke, lacking clear financial sentiment.",0.2,positive,"Colorful airshow formation with vibrant smoke trails evokes celebration, national pride, and optimism.",0.2,positive,"Planes flying upwards with colorful trails suggest celebration and upward momentum, evoking a positive and optimistic sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:23.717707
f2614a9d43b977652bdf589e6f70e9f5,2015,2015-09-20,http://tech.sina.com.cn/i/2015-09-18/doc-ifxhytwr2177522.shtml,王思聪：熊猫TV走泛娱乐战略 已签下Angelababy,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150920/王思聪：熊猫TV走泛娱乐战略 已签下Angelababy/SI4r-fxhzevf0846934.png,SI4r-fxhzevf0846934.png,550,267,quality_pass_auto_accept,0.616667,0.5,neutral,1.0,"{""neutral"": 2}",0.5,neutral,The image features a cartoon panda and does not convey clear financial sentiment.,,,,0.5,neutral,"The image is a generic logo for Panda.TV, showing a cartoon panda with headphones and a laptop. It lacks any directional financial sentiment.","gpt-4o-mini,gemini-3-pro-preview",claude-sonnet-4-6:API call failed for model=claude-sonnet-4-6: HTTP Error 503: Service Unavailable,2026-04-27T02:04:11.785967
65bdd23706342ed4e565a9efa72643be,2015,2015-07-23,http://news.sina.com.cn/c/zg/jpm/2015-07-23/18081274.html,超万亿燃油税支出不明 养路费卷土重来？,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150723/超万亿燃油税支出不明 养路费卷土重来？/U11908P1DT20150723181450.jpg,U11908P1DT20150723181450.jpg,550,440,quality_pass_auto_accept,0.733333,0.473333,negative,0.333333,"{""positive"": 1, ""negative"": 1, ""neutral"": 1}",0.2,positive,"The character appears happy and is collecting money, suggesting optimism.",0.72,negative,"Cartoon shows money being extracted via toll booth, suggesting ongoing financial burden and exploitation of drivers.",0.5,neutral,"Literal visual cues of wealth and smiling conflict with the satirical, critical depiction of greedy toll collection, creating an ambiguous sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:34.194592
24c24b8856e35286d48281590c3663b4,2015,2015-06-30,http://news.sina.com.cn/c/zg/jpm/2015-06-30/16551199.html,独家：沪指暴涨 惊天逆转背后发生了什么？,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150630/独家：沪指暴涨 惊天逆转背后发生了什么？/U11908P1DT20150630165842.jpg,U11908P1DT20150630165842.jpg,300,345,quality_pass_auto_accept,0.673333,0.15,positive,1.0,"{""positive"": 3}",0.2,positive,"The image suggests excitement and enthusiasm, indicating a positive sentiment.",0.15,positive,"Crowd cheering with raised hands, large 'A' rising upward suggests bullish enthusiasm about pension fund investment.",0.1,positive,A cheering crowd and massive pension funds lifting a large 'A' (representing A-shares) clearly indicate strong bullish sentiment and market support.,"gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:04:36.924828
acfabe2a4d2f7679a2b7637c7dc0afe5,2015,2015-05-10,http://auto.sina.com.cn/news/2015-05-10/20121435017.shtml,奔驰AMG GT S售168.8万,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150510/奔驰AMG GT S售168.8万/U11692P33DT20150510234709.jpg,U11692P33DT20150510234709.jpg,570,380,quality_pass_auto_accept,0.775,0.3,positive,0.666667,"{""positive"": 2, ""neutral"": 1}",0.2,positive,"The image showcases luxury cars, suggesting prosperity and positive market sentiment.",0.2,positive,"Luxury Mercedes-Benz lineup on display suggests prosperity, brand strength, and consumer confidence.",0.5,neutral,"The image shows a generic product display of cars at a presentation, lacking explicit positive or negative financial indicators.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:09.124518
7314d0aaec6fdd32eaf5586d6c469746,2015,2015-06-14,http://news.sina.com.cn/c/2015-06-12/214231945138.shtml,全文,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150614/全文/1434117617_ApQVlU.jpg,1434117617_ApQVlU.jpg,550,325,quality_pass_auto_accept,0.716667,0.5,neutral,1.0,"{""neutral"": 3}",0.5,neutral,The image depicts a formal meeting with no clear emotional cues.,0.5,neutral,"Formal government commemorative meeting with no financial charts, market indicators, or clear bullish/bearish visual cues.",0.5,neutral,"The image shows a formal meeting or conference with no financial charts, emotional expressions, or economic indicators, presenting a neutral visual sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:09.124322
bac6564e25a773b1b30cc8ba0a6fa465,2015,2015-07-05,http://news.sina.com.cn/c/2015-07-04/214932073468.shtml,李克强出访全镜头,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150705/李克强出访全镜头/2706852593.jpg,2706852593.jpg,550,381,quality_pass_auto_accept,0.79,0.3,positive,0.666667,"{""neutral"": 1, ""positive"": 2}",0.5,neutral,"The image depicts a handshake, indicating cooperation but lacks clear emotional cues.",0.2,positive,"EU-China leaders handshaking with smiles signals diplomatic cooperation, trade partnership, and positive bilateral relations.",0.2,positive,"Smiling leaders engaging in a handshake signifies cooperation and successful negotiations, presenting an optimistic visual cue for investors.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:09.127604
acdf5b5726a220f3420fbdfeaed7d873,2015,2015-07-13,http://finance.sina.com.cn/stock/s/20150713/012922663614.shtml,366只个股今日携利好复牌,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150713/366只个股今日携利好复牌/U5362P31DT20150612110700.png,U5362P31DT20150612110700.png,515,200,quality_pass_auto_accept,0.61,0.266667,positive,0.666667,"{""neutral"": 1, ""positive"": 2}",0.5,neutral,The image contains promotional text without clear emotional cues.,0.2,positive,"Bright orange promotional ad promising stock-picking help, bullish branding with '牛股' (bull stocks) implies optimism.",0.1,positive,"The image prominently features the term 'bull stock' (牛股) alongside faint imagery of gold bars, conveying wealth and an optimistic, bullish sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:09.124609
1f1a5c0a34d0c128aae4b262845c13bb,2015,2015-05-30,http://tech.sina.com.cn/mobile/n/2015-05-29/doc-iawzuney6350523.shtml,总结,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150530/总结/x9bv-cpkqeaz5955362.jpg,x9bv-cpkqeaz5955362.jpg,550,367,quality_pass_auto_accept,0.65,0.5,neutral,1.0,"{""neutral"": 3}",0.5,neutral,The image presents technical information without clear emotional cues.,0.5,neutral,Abstract technical diagram showing software architecture layers; no financial or emotional visual cues present.,0.5,neutral,"The image displays an abstract technical diagram during a presentation, lacking any clear positive or negative emotional cues.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:09.124801
f8ad4d03e3412f9c26c8fb20025c4f2b,2015,2015-03-16,http://finance.sina.com.cn/chanjing/gsnews/20150316/111621729852.shtml,外媒称深圳京基集团及其董事长陈华正接受调查,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150316/外媒称深圳京基集团及其董事长陈华正接受调查/U12084P31DT20150316112255.jpg,U12084P31DT20150316112255.jpg,550,321,quality_pass_auto_accept,0.716667,0.283333,positive,0.666667,"{""positive"": 2, ""neutral"": 1}",0.2,positive,"The image depicts a vibrant city skyline, suggesting growth and prosperity.",0.15,positive,"Gleaming modern skyline with towering skyscraper suggests economic prosperity, growth, and urban development.",0.5,neutral,"The image displays a generic modern city skyline without clear directional financial indicators, charts, or emotional cues.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:09.126200
cc20b138d5910f4d1c31437b737f0add,2015,2015-06-26,http://finance.sina.com.cn/stock/sdbk/20150625/161422517068.shtml,刘姝威砍旗不怕影响万点论吗 十大博客看后市,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150626/刘姝威砍旗不怕影响万点论吗 十大博客看后市/U5362P31DT20150612110700.png,U5362P31DT20150612110700.png,515,200,quality_pass_auto_accept,0.593333,0.266667,positive,0.666667,"{""neutral"": 1, ""positive"": 2}",0.5,neutral,The image contains promotional text without clear emotional cues.,0.2,positive,"Bright orange promotional ad promising stock-picking help, bullish branding with '牛股' (bull stocks) implies optimism.",0.1,positive,"The image prominently features the term 'bull stock' (牛股) alongside faint imagery of gold bars, conveying wealth and an optimistic, bullish sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:23.831216
790ef2a5885db343fd98970d8def2d9b,2015,2015-12-12,http://news.sina.com.cn/o/2015-12-12/doc-ifxmpxnx5004090.shtml,安理会将朝鲜人权列入临时议程 中俄提议遭否决,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20151212/安理会将朝鲜人权列入临时议程 中俄提议遭否决/x0Vj-fxmpnqi6358317.jpg,x0Vj-fxmpnqi6358317.jpg,450,300,quality_pass_auto_accept,0.666667,0.5,neutral,1.0,"{""neutral"": 3}",0.5,neutral,The image depicts a formal meeting with no clear emotional cues.,0.5,neutral,UN Security Council meeting scene; formal diplomatic setting with no clear bullish or bearish financial cues.,0.5,neutral,"The image depicts a formal meeting or conference setting, lacking any clear positive or negative visual cues regarding financial sentiment.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:27.078806
480e067489bc944b294918720a2993e4,2015,2015-01-08,http://tech.sina.com.cn/it/2015-01-08/doc-iawzunex8772106.shtml,2014年iOS和Android平台购物应用使用量大增,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150108/2014年iOS和Android平台购物应用使用量大增/MNI7-avxeafr9741383.jpg,MNI7-avxeafr9741383.jpg,550,309,quality_pass_auto_accept,0.84,0.45,neutral,0.666667,"{""neutral"": 2, ""positive"": 1}",0.5,neutral,The image depicts a payment process without clear emotional cues.,0.35,positive,"Amazon-branded card payment on tablet suggests commerce activity and consumer spending, mildly bullish.",0.5,neutral,"The image shows a generic product demonstration of a mobile payment system, lacking clear bullish or bearish emotional cues.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:32.434015
cf29d1d926b3d4aa378bccb22b592164,2015,2015-03-13,http://tech.sina.com.cn/chart/20150313/075733.shtml,榜单,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150313/榜单/U11034P2T843D28F28568DT20150203153447_280x210.jpg,U11034P2T843D28F28568DT20150203153447_280x210.jpg,279,210,quality_pass_auto_accept,0.74,0.166667,positive,1.0,"{""positive"": 3}",0.2,positive,The rising chart suggests optimism and growth in the financial context.,0.2,positive,Rising bar chart with upward trend and professional figures suggest growth and optimistic internet statistics report.,0.1,positive,"The image features a prominent rising bar chart and an upward-pointing trend line, which are strong visual indicators of growth and optimism.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:26.741812
69f9792623e47156ecf40dd139cf6f6e,2015,2015-04-17,http://auto.sina.com.cn/shanghaichezhan,[上海车展]家用车盘点,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150417/[上海车展]家用车盘点/1ad4-kpamyih8702639.jpg,1ad4-kpamyih8702639.jpg,570,380,quality_pass_auto_accept,0.79,0.4,neutral,0.666667,"{""neutral"": 2, ""positive"": 1}",0.5,neutral,"The image features a new electric vehicle, which is neither clearly optimistic nor pessimistic.",0.2,positive,"New EV product launch at Shanghai Auto Show 2021 signals innovation, growth, and bullish outlook for electric vehicle sector.",0.5,neutral,The image shows a car at an auto show. There are no clear visual cues indicating positive or negative financial sentiment.,"gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:42.002639
5800eeba6f0b544cc2f97a6e42db690a,2015,2015-06-27,http://finance.sina.com.cn/stock/hyyj/20150626/071622523575.shtml,并购重组催生上半年十大牛股 龙生股份暴涨9倍,2015_2,high_quality_images,/Volumes/Data_Drive/research0322226/financial-news-sentiment-analysis/images/2015_1/20150627/并购重组催生上半年十大牛股 龙生股份暴涨9倍/U5362P31DT20150612110700.png,U5362P31DT20150612110700.png,515,200,quality_pass_auto_accept,0.61,0.3,positive,0.666667,"{""neutral"": 1, ""positive"": 2}",0.5,neutral,The image contains promotional text without clear emotional cues.,0.2,positive,"Bright orange promotional ad promising stock-picking help, bullish branding with confident call-to-action messaging.",0.2,positive,"The image is an advertisement featuring the term 'bull stock' (牛股) and gold bars, conveying an optimistic, wealth-building message.","gpt-4o-mini,claude-sonnet-4-6,gemini-3-pro-preview",,2026-04-27T02:06:35.917267
